state,name,udid,runtime,isAvailable,GiB
Shutdown,test_lesson-test-rail-integration-20260720 - iPhone 17 Pro,32E4AA0F-5E0B-4029-8E29-0F26780BD712,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.714366912841797
Shutdown,fix_scene-live-frame-publication-unification - iPhone 17,6F966752-5663-4B85-9399-0E5BF886CFE1,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.685554504394531
Shutdown,prime_mw005-feedback-sim-20260806 - iPhone 17 Pro,80D98E57-B9C7-484C-9E04-79AB2D881D2F,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.4502716064453125
Shutdown,fix_puzzle-path-card-order-20260809 - iPhone 16,4771BDB2-B2AB-42BE-98C7-474725B2FCE6,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.4443206787109375
Shutdown,CLAUDE async-spinner-screens (#3724) - iPhone 17,00A5FBF7-DA0F-4366-B7C2-4053990C968E,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.321014404296875
Shutdown,PRIME Run It Back #3495 - iPhone 17 Pro,737EAECE-4C73-4503-85EA-D4C0794040E0,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.22955322265625
Shutdown,agent_remove-puzzle-collection-plus-badges - iPhone 17 Pro,F652D889-032E-4B7C-A4AD-B243EEFE0986,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.050540924072266
Shutdown,CLAUDE payments-mocks (fix-forward) - iPhone 17,52B20CFA-CBBE-4F5D-842F-A1382F3497D5,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.048862457275391
Shutdown,weekend-rig - weekend-rig - weekend-rig - weekend-rig-pvai,7CCC5F50-524F-46DF-85AC-57B317D05318,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.027202606201172
Shutdown,CODEX t-to-10 (card faces) - iPhone 17,0E15E2A2-648F-42BC-98F4-CB09AABBFBEB,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.0006866455078125
Shutdown,CODEX onboarding-guide forked-intros - iPhone 17 Pro,5146E5FF-2EF3-4ACE-9320-3E4CC61349C8,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.9472389221191406
